code,name,price,rights_raw,incentive_text
2804,ブルドックソース,1858,3月末日,"自社グループ製品詰合せ
100株以上
1,000円相当
800株以上
3,000円相当"
2805,ヱスビー食品,4030,3月末日・9月末日,"自社製品
100株以上
継続保有　半年以上：1,000円相当　　　3年以上：2,000円相当
500株以上
継続保有　半年以上：2,000円相当　　　3年以上：4,000円相当
※継続保有半年以上：基準日である3月末および9月末の株主名簿に、同一の株主番号で2回以上連続して100株以上の株式保有が記録されていること。
※継続保有3年以上：基準日である3月末および9月末の株主名簿に、同一の株主番号で7回以上連続して100株以上の株式保有が記録されていること。
※継続保有期間中に株式を追加取得した場合、継続保有期間は引継ぎ。
（例）100株を3年以上保有し、500株に買い増した場合：4,000円分の自社製品を進呈"
2806,ユタカフーズ,2270,3月末日,"自社製品
100株以上
800円相当
500株以上
1,500円相当
1,000株以上
2,500円相当
3,000株以上
4,000円相当"
2809,キユーピー,4326,11月末日,"自社グループ商品詰合せ
100株以上
継続保有期間 半年以上：1,000円相当
継続保有期間 3年以上 ：1,500円相当
500株以上
継続保有期間 半年以上：3,000円相当
継続保有期間 3年以上 ：5,000円相当
※半年以上継続保有：11月末日時点の自社株主名簿に記載されており、100株以上を半年以上継続保有されている場合。
5月末日と11月末日の株主名簿に連続2回以上、同一株主番号で記載されていること。
※3年以上継続保有：11月末日時点の自社株主名簿に記載されており、100株以上を3年以上継続保有されている場合。
5月末日と11月末日の株主名簿に連続7回以上、同一株主番号で記載されていること。"
2810,ハウス食品グループ本社,2878.5,3月末日・9月末日,"グループ製品詰合せ または寄付などから選択
半年以上継続保有
100株以上
1,000円相当
200株以上
2,000円相当
1,000株以上
3,000円相当
※半年以上継続保有：3月31日および9月30日の株主名簿に、同じ株主番号で2回以上連続して、100株以上の株式保有が記載された株主。"
2811,カゴメ,2696,6月末日,"自社商品詰合わせ
半年以上継続保有*1
100株以上
2,000円相当
1,000株以上
6,000円相当
*1：割当基準日（6月末日）とその前年の12月末日に、同じ株主番号にて連続して株主名簿に記載されていること。
上記に加え、
10年以上継続保有*2の株主さま（10年を迎えた年に1回限り）
100株以上
自社オリジナル記念品
*2：株主名簿上の登録日から割当基準日まで、同じ株主番号にて10年間連続して株主名簿に記載されていること。"
2813,和弘食品,3095,3月末日,"北海道産品の詰め合わせ
100株以上
1,000円相当
300株以上
2,000円相当
3,000株以上
5,000円相当"
2814,佐藤食品工業,3235,3月末日・9月末日,"①タリーズデジタルギフト 2,000円分　②自社製品　③タリーズデジタルギフト 4,000円分
＜3月末＞
100株以上
①
500株以上
①＋② 1,000円相当
1,000株以上
①＋② 3,000円相当
＜9月末＞
300株以上
③
※①③は全国のタリーズコーヒー店舗にて、飲食代金として利用可能。"
2815,アリアケジャパン,5290,3月末日・9月末日,"1,000株以上
3,000円相当の商品（年2回）"
2816,ダイショー,1403,3月末日・9月末日,"自社製品詰め合わせ
100株以上
1,000円相当
500株以上
2,000円相当
1,000株以上
3,000円相当
5,000株以上
6,000円相当"
2818,ピエトロ,1745,3月末日・9月末日,"＜3月末＞
自社商品
100株以上
1,200円相当
300株以上
5,000円相当
＜3月末、9月末＞
通信販売にて、自社商品を株主様優待価格でご購入可能
100株以上
約10％割引"
2819,エバラ食品工業,2511,3月末日,"自社製品セット
100株以上
販売価格1,000円相当
300株以上
販売価格2,000円相当
1,000株以上
販売価格5,000円相当"
2820,やまみ,4950,,
2831,はごろもフーズ,3330,3月末日・9月末日,"自社製品詰合せ
100株以上
600円相当
500株以上
継続保有 3年未満：3,000円相当　3年以上：5,000円相当
※継続保有の判定は、半期ごと(毎年3月31日および9月30日)の株主名簿に、「同一の株主番号」で連続して7回以上記載された株主。"
2836,グローバルＸ　フィンテック－日本株式　ＥＴＦ,3185,,
2837,グローバルＸ　中小型リーダーズ－日本株式　ＥＴＦ,2816,,
2838,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジなし）,8903,,
2839,ＭＡＸＩＳ米国国債７－１０年上場投信（為替ヘッジあり）,5286,,
2840,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジなし）,2298,,
2841,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００（為替ヘッジあり）,1497.699951,,
2842,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００インバース,14130,,
2843,上場インデックスファンド豪州国債（為替ヘッジあり）,3827,,
2844,上場インデックスファンド豪州国債（為替ヘッジなし）,5305,,
2845,ＮＥＸＴ　ＦＵＮＤＳ　ＮＡＳＤＡＱ－１００（為替ヘッジあり）連動型上場投信,3135,,
2846,ＮＥＸＴ　ＦＵＮＤＳ　ダウ・ジョーンズ工業株３０種平均株価（為替ヘッジあり）連動型上場投信,2391,,
2847,グローバルＸ　新成長インフラ－日本株式　ＥＴＦ,2558,,
2848,グローバルＸ　ＭＳＣＩ　気候変動対応－日本株式　ＥＴＦ,2609,,
2849,グローバルＸ　Ｍｏｒｎｉｎｇｓｔａｒ　高配当　ＥＳＧ－日本株式　ＥＴＦ,5146,,
2851,ｉシェアーズ　ＭＳＣＩ　ジャパンＳＲＩ　ＥＴＦ,337.2000122,,
2852,ｉシェアーズ　グリーンＪリート　ＥＴＦ,198.3000031,,
2853,ｉシェアーズ　気候リスク調整世界国債　ＥＴＦ（除く日本・為替ヘッジあり）,639.7999878,,
2854,グローバルＸ　テック・トップ２０－日本株式　ＥＴＦ,1980,,
2855,グローバルＸ　グリーン・Ｊ－ＲＥＩＴ　ＥＴＦ,1064,,
2856,ｉシェアーズ　米国債３－７年　ＥＴＦ（為替ヘッジあり）,681.2000122,,
2857,ｉシェアーズ　ドイツ国債　ＥＴＦ（為替ヘッジあり）,642.5,,
2858,グローバルＸ　日経２２５　カバード・コール　ＥＴＦ（プレミアム再投資型）,1340,,
2859,ＮＥＸＴ　ＦＵＮＤＳ　ユーロ・ストックス５０指数（為替ヘッジあり）連動型上場投信,2903,,
2860,ＮＥＸＴ　ＦＵＮＤＳ　ドイツ株式・ＤＡＸ（為替ヘッジあり）連動型上場投信,3155,,
2861,上場インデックスファンドフランス国債（為替ヘッジなし）,5870,,
2862,上場インデックスファンドフランス国債（為替ヘッジあり）,4025,,
2864,グローバルＸ　ロジスティクス・ＲＥＩＴ　ＥＴＦ,1290,,
2865,グローバルＸ　ＮＡＳＤＡＱ１００・カバード・コール　ＥＴＦ,1224,,
2866,グローバルＸ　米国優先証券　ＥＴＦ,1000,,
2867,グローバルＸ　自動運転＆ＥＶ　ＥＴＦ,1510,,
2868,グローバルＸ　Ｓ＆Ｐ５００・カバード・コール　ＥＴＦ,1105,,
2869,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００レバレッジ,60120,,
2870,ｉＦｒｅｅＥＴＦ　ＮＡＳＤＡＱ１００ダブルインバース,10555,,
2871,ニチレイ,1866,,
2872,セイヒョー,2023,8月末日,"自社製品詰合せ
100株以上
2,000円相当
500株以上
3,000円相当
1,000株以上
4,000円相当"
2874,横浜冷凍,1261,9月末日,"100株以上
株主様向けECサイトでの購入権（下記優待品2種）
【継続保有1年以上】
1,000株以上
ノルウェー産サーモントラウト製品詰合せ
3,000株以上
北海道産のホタテ・いくらセット
※継続保有1年以上：毎年9月末日現在の株主名簿に記載され、かつ3月末日および前年の9月末日現在の株主名簿に同一株主番号で記載または記録されており、そのすべての時点での保有株式数が100株以上であることが条件。"
2875,東洋水産,10750,3月末日,"自社製品詰合せセットまたは優待相当額を社会貢献活動団体へ寄付
1年以上継続保有*
*3月および9月の株主名簿に同一株主番号で連続3回以上記載の株主が対象
100株以上
2,000円相当
1,000株以上
3,500円相当
3,000株以上
5,000円相当"
2876,デルソーレ,449,,
2877,日東ベスト,740,3月末日,"自社商品の詰合せ
①常温品セット
②冷凍品セット
③冷凍品セット（卵・乳・小麦不使用）
継続保有1年以上
300株以上
①または②からひとつ選択（いずれも1,500円相当）
1,000株以上
①～③からひとつ選択（いずれも4,000円相当）
※継続保有1年以上：毎年3月末時点とその前年の9月末日および3月末日の3回連続して、同じ株主番号で自社株主名簿に記載または記録されていること。
※「株主優待お申込みはがき」にてお申込みがなかった株主様、お申込み期限を過ぎてから「株主優待お申込みはがき」を投函された株主様の贈呈品相当額（合計）を社会貢献活動団体に寄付。"
2882,イートアンドホールディングス,2023,2月末日・8月末日,"自社製品 または お食事券
＜2月末＞
100株以上
3,000円相当
500株以上
9,000円相当
1,000株以上
18,000円相当
大阪王将公式通販クーポン券
＜8月末＞
100株以上
2,000円相当"
2883,大冷,1969,9月末日,"自社商品
100株以上
市場価格にて2,500円相当分"
2884,ヨシムラ・フード・ホールディングス,691,2月末日・5月末日・8月末日・11月末日,"①自社グループ製品　②ホタテ、いくらなどの海鮮セット　③プレミアム北海道セット
＜2月末＞
継続保有期間1年以上
300株以上
①1,500円相当
500株以上
①2,500円相当
＜2月末・8月末＞
継続保有期間1年以上
2,500株以上
②10,000円相当
10,000株以上
③40,000円相当
＜2月末・5月末・8月末・11月末＞
継続保有期間1年以上
50,000株以上
③40,000円相当
※継続保有期間1年以上とは、毎年２月末日、５月末日、８月末日および11月末日現在において、自社株主名簿に同一の株主番号で保有株式数以上の保有が5回以上継続して記載または記録されていること。加えて、自社が定める任意の日にも保有状況を確認し、自社株主名簿に記載または記録がない場合は対象外とする。"
2892,日本食品化工,4040,,
2894,石井食品,325,3月末日,"①自社オンラインストア 5,000円クーポン
②自社常温商品詰め合わせセット
③寄付（復興支援）
1,000株以上
①～③の中から1つ選択
※詳しくは自社ホームページ参照"
2897,日清食品ホールディングス,2911.5,3月末日・9月末日,"①または②のいずれかを選択
①自社グループ製品を日清食品グループオンラインストアにて自由に選択
②「国連WFP」への寄付
＜3月末＞
100株以上
①1,000円以内　または　②1,000円
300株以上
①3,000円以内　または　②3,000円
＜3月末・9月末＞
900株以上
継続保有　3年未満：①6,000円以内　または　②6,000円　　3年以上：①7,500円以内　または　②7,500円
3,000株以上
①7,500円以内　または　②7,500円
※継続保有3年以上：900株以上3,000株未満を3年以上継続して保有し、7回連続して同一株主番号で株主名簿に記載されること。"
2901,ウェルディッシュ,436,2月末日・8月末日,"①QUOカード
②自社商品詰合せ
③食品・飲料・栄養補助食品等（有事にも活用可能な保存食や栄養サプリメント含む）
【8月末】
3,000株以上
継続保有期間3年未満：②20,000円相当
継続保有期間3年以上：③100,000円相当
※2026年8月以降に実施（2025年8月の贈呈はありません）。よって、継続保有期間3年以上の贈呈は最短で2028年8月からとなる。
【2月末・8月末】
300株以上
継続保有期間半年以上：①5,000円相当
継続保有期間2年以上：①10,000円相当
※2025年8月末以降を起点に継続保有期間を確認。"
2903,シノブフーズ,1669,3月末日,"有明産海苔
500株以上
味付海苔 1缶
1,000株以上
詰め合わせ
継続保有3年未満：味付海苔 1缶と焼海苔 1缶
継続保有3年以上：味付海苔 2缶と焼海苔 1缶"
2904,一正蒲鉾,745,6月末日,"自社商品詰合せ①～③、または寄付④から選択
①常温保存品
②おせち商品
③平時冷蔵品
④社会貢献活動団体への寄付
半年以上継続保有
100株以上
1,000円相当
500株以上
3,000円相当
1,000株以上
5,000円相当
※継続保有半年以上：直近2回の基準日（12月末日および6月末日）において100株以上を継続して保有し、かつ株主番号が同一であること。"
2907,あじかん,1338,3月末日・9月末日,"自社製品
＜3月末日＞
100株以上500株未満
継続保有　半年以上2年未満：1,000円相当　2年以上：1,000円相当
500株以上2,000株未満
継続保有　半年以上2年未満：－　　　　　　2年以上：1,000円相当
2,000株以上
継続保有　半年以上2年未満：－　　　　　　2年以上：1,000円相当
＜9月末日＞
500株以上2,000株未満
継続保有　半年以上2年未満：2,000円相当　2年以上：2,000円相当
2,000株以上
継続保有　半年以上2年未満：3,000円相当　2年以上：3,000円相当
※継続保有半年以上：基準日時点および、その半年前の期末現在の株主名簿のいずれにも同一の株主番号で記載されていること。
※継続保有2年以上：基準日時点および、その2年前の期末現在の株主名簿のいずれにも同一の株主番号で記載されていること。"
2908,フジッコ,1583,3月末日,"自社製品詰め合せ
100株以上
継続保有期間　半年以上：1,000円相当
1,000株以上
継続保有期間　半年以上：3,000円相当　　3年以上：4,500円相当
※継続保有期間半年以上：9月30日及び3月31日の株主名簿に、同一株主番号で、連続して２回以上記載または記録され、そのすべての基準日（9月30日・3月31日）において、各区分の最小株式数（100株または1,000株）を下回ることなく保有していること。
※継続保有期間3年以上：9月30日及び3月31日の株主名簿に、同一株主番号で、連続して7回以上記載または記録され、そのすべての基準日（9月30日・3月31日）において、1,000株を下回ることなく保有していること。"
2910,ロック・フィールド,1346,4月末日・10月末日,"【2025年4月末、10月末】
①おそうざい券
＜4月末日＞
200株以上
5年未満：1,000円分　　　　　　5年以上：2,000円分
500株以上
5年未満：3,000円分　　　　　　5年以上：4,000円分
1,000株以上
5年未満：10,000円分　　　　　5年以上：11,000円分
3,000株以上
5年未満：15,000円分　　　　　5年以上：16,000円分
5,000株以上
5年未満：30,000円分　　　　　5年以上：31,000円分
＜10月末日＞
100株以上
1,000円分
②「ファクトリー・オフィス見学会」へ招待
100株以上
対象者：4月末日および10月末日の株主様
（お申込み多数の場合抽選）
掲載されている写真は優待品の一例であり、実際の商品と異なる場合がございますのでご留意ください。
【2026年4月末以降】
①おそうざい券
100株以上
1年以上：500円分　　　　　　5年以上：1,000円分
200株以上
1年以上：1,000円分　　　　　　5年以上：1,500円分
500株以上
1年以上：1,500円分　　　　　　5年以上：2,500円分
1,000株以上
1年以上：5,000円分　　　　　　5年以上：7,500円分
3,000株以上
1年以上：8,000円分　　　　　　5年以上：11,000円分
5,000株以上
1年以上：15,000円分　　　　　5年以上：17,500円分
②「ファクトリー・オフィス見学会」へ招待
100株以上
対象者：4月末日および10月末日の株主様
（お申込み多数の場合抽選）
掲載されている写真は優待品の一例であり、実際の商品と異なる場合がございますのでご留意ください。"
2911,旭松食品,2273,3月末日・9月末日,"自社製品詰め合わせ
＜3月末＞
100株以上
1,500円相当
200株以上
3,000円相当
＜9月末＞
3年以上継続保有
2,000株以上
3,000円相当
※継続保有3年以上：株主名簿の基準日（3月末日及び9月末日）の株主名簿に200株以上の保有記録が同一株主番号で7回以上連続している場合。"
2914,日本たばこ産業,5640,,
2915,ケンコーマヨネーズ,1887,3月末日,"自社製品
100株以上
1,000円相当
1,000株以上
2,500円相当の3種類からいずれかを選択"
2916,仙波糖化工業,712,9月末日,"自社製品
500株以上
継続保有期間
3年未満：3,000円相当
3年以上：6,000円相当（3,000円相当×2回）
※謹呈時期は、3年未満の場合で12月上旬、3年以上の場合で12月上旬と7月中旬を予定"
2917,大森屋,892,9月末日,"自社製品
1,000株以上
6,000円相当"
2918,わらべや日洋ホールディングス,3285,,
2922,なとり,1904,3月末日,"自社製品詰合わせ
100株以上
2,500円相当（市価）
500株以上
3,000円相当（市価）
1,000株以上
3,500円相当（市価）
3,000株以上
4,500円相当（市価）
※写真は、2024年3月末現在の100株以上保有の株主様向け。"
2923,サトウ食品,7490,10月末日,"自社グループ商品
100株以上
1,000円相当
500株以上
2,000円相当
1,000株以上
3,000円相当
3,000株以上
5,000円相当
5,000株以上
7,000円相当"
2924,イフジ産業,2101,,
2926,篠崎屋,94,,
2927,ＡＦＣ－ＨＤアムスライフサイエンス,883,8月末日・2月末日,"優待券
①商品引換券（額面5,000円券）
②割引券（額面2,500円券）
③お食事500円割引券
④お食事500円券
⑤旅行5,000円券
100株以上
②2枚　5,000円分　＋　③10枚　5,000円分　＋　⑤1枚　5,000円分
1,000株以上
①1枚　5,000円分　＋　②2枚　5,000円分　＋　④10枚　5,000円分　＋　⑤2枚　10,000円分
2,000株以上
①2枚　10,000円分　＋　②2枚　5,000円分　＋　④10枚　5,000円分　＋　⑤2枚　10,000円分
3,000株以上
①3枚　15,000円分　＋　②2枚　5,000円分　＋　④10枚　5,000円分　＋　⑤2枚　10,000円分
※①、②共に、連結子会社通販カタログ「健康情報誌：げんきあっぷきれいあっぷ」（キャンペーン価格の適用可）より選択。
※②は、ご注文金額5,000円以上で1枚利用可。各種割引券との併用不可。
※③、④自社グループの飲食店（（株）なすび、FSC（株）の各店舗）にて利用可能。
※③はレジ会計にて、お食事代税込1,000円ごとに1枚500円割引。各種割引券との併用不可。
※④はレジ会計にて、お食事代から券の金額分を値引き。釣銭のお支払、各種割引券との併用は不可。
※⑤は自社グループのAFCツアーズにて利用可能。"
2929,ファーマフーズ,679,,
2930,北の達人コーポレーション,137,2月末日,"①ソフトピール導入美容液『ヨイピール』1個（定価7,370円（税込））
②金券3,000円分
100株以上
継続保有年数　　1年未満：①＋②1枚　　　1年以上：①＋②2枚
※継続保有年数1年以上：毎年2月末日及び8月末日現在の株主名簿に、同一の株主番号にて3回連続で記載または記録され、その全ての基準日において100株以上保有していること。
※貸株サービスを利用、相続、贈与、証券会社変更、保有株式を全て売却して買い戻された場合等は株主番号が変わり、株主番号の継続性が途切れる場合があることに注意。
《②について》
・株主専用販売サイトにおいて、自社ブランドである「北の快適工房」の取扱商品のうち税込3,300円以上の商品（対象外品あり）にのみ利用可能。
・既に加入している定期コースへは利用不可。
・1商品の購入につき1枚のみ利用可能。1度の買物で金券複数枚の使用は不可。"
2931,ユーグレナ,400,12月末日,"①自社ECサイト「ユーグレナ・オンラインショップ」で利用可能な割引クーポン券　②自社指定商品を特別割引価格で購入可能な「優待専用カタログ」
100株以上
①2,000円分×1枚 ＋ ②
※①は、3,500円（税込）以上の購入で使用可。
※②は健康食品・化粧品の都度購入：10%割引、定期購入：30%割引＋送料無料、株主様限定の特別セット等。"
2932,ＳＴＩフードホールディングス,1261,12月末日,"【2024年12月末実績】
自社ブランド缶詰である「STONE ROLLS(ストンロルズ)」「FIRE PORTS(ファイヤポーツ)」「燻肴(ibusa)」
100株以上
継続保有1年以上：計10缶
※継続保有1年以上：2024年12月末の株主名簿に100株、2025年6月末及び2025年12月末に株主名簿に300株以上保有する株主として同一株主番号で3回連続して記載された方が対象。"
2933,紀文食品,1078,9月末日,"自社商品詰め合わせ
300株以上
約3,500円相当
1,000株以上
約6,000円相当（自社商品詰合せ、または自社おせち商品詰合せを選択）"
2934,ジェイフロンティア,1326,11月末日,"株主優待ポイント（1ポイント≒1円）
「ジェイフロンティア・プレミアム優待倶楽部」において、自社商品に加え、お米やブランド牛などのこだわりグルメ、スイーツや飲料類、銘酒、電化製品、選べる体験ギフトなど6,000種類以上の商品や20,000点のふるさと納税商品から選択可能。
また、他のプレミアム優待倶楽部導入企業の優待ポイントと合算可能な共通株主優待コイン「WILLsCoin」にも交換可能。
400株以上
5,000ポイント
500株以上
10,000ポイント
600株以上
25,000ポイント
700株以上
継続保有6カ月未満：50,000ポイント　　継続保有6カ月以上：55,000ポイント
800株以上
継続保有6カ月未満：50,000ポイント　　継続保有6カ月以上：57,500ポイント
900株以上
継続保有6カ月未満：50,000ポイント　　継続保有6カ月以上：60,000ポイント
1,000株以上
継続保有6カ月未満：50,000ポイント　　継続保有6カ月以上：65,000ポイント
1,500株以上
継続保有6カ月未満：120,000ポイント　　継続保有6カ月以上：140,000ポイント
※進呈条件：2025年以降、毎年11月末の株主名簿に、400株以上保有する株主として記載または記録されること。
※継続保有6カ月以上：2025年以降、毎年5月末および11月末の株主名簿にて、同一株主番号で連続2回以上記載または記録され、かつ400株以上継続保有されていること。
※繰越条件：ポイントは翌年5月末および11月末の株主名簿にて、同一株主番号で連続3回以上記載された場合にのみ繰越可能（1回のみ）。11月末の"
2935,ピックルスホールディングス,1325,2月末日,"①商品詰合せセット各種、商品券、寄附から1点選択（1,500円相当）
②QUOカード（2,000円分）
100株以上
①
200株以上
①　＋　②
※①：自社グループ会社が運営する発酵の複合施設「ＯＨ!!!～発酵、健康、食の魔法!!!～」で利用可能な商品券（2,000円相当）。
※①：寄付を選択の場合は、自社指定の団体に寄付予定。
※詳細については、郵送予定の「株主優待のご案内」参照。株主優待の申込には期限があるので注意。"
2936,ベースフード,310,8月末日,"ご優待クーポン
自社公式ホームページで利用可能
100株以上
継続保有半年以上：総額1,500円分（500円クーポン×３回分）
※継続保有半年以上：2月末日時点及び8月末日時点の株主名簿に、同一株主番号で連続して100株以上の保有が記載又は記録されていること。
※利用には、継続コースでのご購入が必要。（新規・既存ともに利用可能）"
2937,サンクゼール,1658,3月末日,"①自社商品詰め合わせギフト、②自社店舗又は自社オンラインショップで利用可能なサービス券
半年以上継続保有
100株以上
①2,500円＋②500円
500株以上
①5,000円＋②1,000円
※自社オンラインショップに「楽天市場」は含まず
※半年以上継続保有：基準日である3月31日、および前年9月30日時点の自社株主名簿に同一株主番号で記載又は記録されており、保有株式数がともに100株以上であること"
2938,オカムラ食品工業,1044,6月末日,"自社で養殖あるいは加工した食品
100株以上
おおむね3,000円相当
300株以上
おおむね5,000円相当
600株以上
おおむね7,000円相当
※詳細については、自社HP参照。"
2961,日本調理機,5150,,
2962,テクニスコ,399,,
2970,グッドライフカンパニー,837,,
2971,エスコンジャパンリート投資法人,128700,,
2972,サンケイリアルエステート投資法人,103900,8月末日・2月末日,
2975,スター・マイカ・ホールディングス,1361,,
2978,ツクルバ,448,,
2979,ＳＯＳｉＬＡ物流リート投資法人,126300,,
2980,ＳＲＥホールディングス,3345,,
2981,ランディックス,2555,6月末日・12月末日,"保有株式数に応じて株主優待ポイント進呈（1ポイント≒1円）
株主限定特設サイト「ランディックス・プレミアム優待倶楽部」において、ポイントをお米やブランド牛などのこだわりグルメ、スイーツや飲食類、銘酒、家電製品、選べる体験ギフトなど約5,000種類の商品の中から選択可能。
また、優待ポイントは他のプレミアム優待倶楽部導入企業の優待ポイントと合算可能な共通株主優待コイン「WILLsCoin」に交換可能。
400株以上
1,500ポイント
600株以上
3,000ポイント
800株以上
6,000ポイント
1,000株以上
12,500ポイント
1,200株以上
20,000ポイント
4,000株以上
25,000ポイント
100,000株以上
50,000ポイント
※繰越条件・有効期限等については、下記URL参照
https://landix.premium-yutaiclub.jp/"
2982,ＡＤワークスグループ,422,,
2983,アールプランナー,2830,,
2984,ヤマイチエステート,752,3月末日,"株主優待ポイント（1ポイント≒1円）
「ヤマイチ・ユニハイムエステート・プレミアム優待倶楽部」において、お米やブランド牛などのこだわりグルメ、スイーツや飲料類、銘酒、家電製品、選べる体験ギフトなど、5,000種類以上の商品からお好みの商品を選択可。
また、他のプレミアム優待倶楽部導入企業の優待ポイントと合算可能な共通株主優待コイン「WILLsCoin」にも交換可。
400株以上
3,000ポイント
600株以上
6,000ポイント
800株以上
10,000ポイント
1,500株以上
25,000ポイント
3,000株以上
50,000ポイント
※繰越し条件：翌年3月末日において株主名簿に同一の株主番号で連続2回以上記載され、かつ400株以上継続保有されている場合にのみ繰越し可（最大1回まで）。"
2985,ファーストステージ,1600,,
2986,ＬＡホールディングス,8380,,
2989,東海道リート投資法人,115700,,
2990,アイダ設計,344,,
2991,ランドネット,681,,
2992,アーバンライク,11460,,
2993,長栄,2250,,
2994,アンサーホールディングス,1040,,
2995,ジェイレックス・コーポレーション,1500,,
2997,ストレージ王,1213,1月末日,"①デジタルギフト(R)
②自社トランクルーム割引券
100株以上
継続保有期間　1年未満：①3,000円分＋②2,000円相当　　　1年以上：①4,000円分＋②3,000円相当
500株以上
継続保有期間　1年未満：①5,000円分＋②4,000円相当　　　1年以上：①6,000円分＋②5,000円相当
※継続保有期間1年以上：株主名簿基準日（1月31日および7月31日）の自社株主名簿に、同一株主番号で連続して3回以上記載または記録されていること。
※デジタルギフトについては受け取り期限あり。"
2998,クリアル,930,3月末日・9月末日,"QUOカード
500株以上
5,000円分"
2999,ホームポジション,463,8月末日,"1,000株以上＊
QUOカード　20,000円分
＊2025年8月末日現在の自社株主名簿に記載された株主のうち、1,000株以上の自社株式を保有していること。"
3001,片倉工業,2887,12月末日,"保有株式数及び継続保有期間に応じて優待品の中から選択※23年12月末実績
①肌着・国産はちみつなど自社グループ製品から選択
②コクーンシティ買物券
③富岡製糸場への寄付
100株以上
1,000円相当：①～③より
継続保有期間　3年未満：1点選択　　　3年以上*：2点選択（同一品選択可）
1,000株以上
2,000円相当：①～③より
継続保有期間　3年未満：1点選択　　　3年以上*：2点選択（同一品選択可）
3,000株以上
4,000円相当：①～③より
継続保有期間　3年未満：1点選択　　　3年以上*：2点選択（同一品選択可）
* 継続保有期間3年以上は、毎年12月末を基準日として、6月末・12月末の株主名簿に同一株主番号で連続して7回以上記載又は記録されていること。その株主名簿全てにおいて保有株式数の条件を満たす株式数を保有していること。
上記に加え、
100株以上
オンラインショップ「片倉の国産はちみつ専門店」で利用可能な10％OFFクーポン"
3002,グンゼ,4285,3月末日・9月末日,"1.通販カタログ商品の割引
＜3月末日、9月末日＞
100株以上
通販カタログ商品の30％割引
2.保有株式数と保有年数に応じてご希望の製品・サービス（①オンラインショップクーポン、②インナーウエア等自社商品）
＜9月末日＞
100株以上
3年未満：①1,000円相当　　3年以上：①2,000円相当　　5年以上：①3,000円相当
200株以上
3年未満：①2,000円相当　　3年以上：①もしくは②3,000円相当　　5年以上：①もしくは②5,000円相当
600株以上
3年未満：①もしくは②5,000円相当　　3年以上：①もしくは②8,000円相当　　5年以上：①もしくは②10,000円相当
※こどもの未来応援基金への寄付も選択可。
※自社インターネット販売（グンゼオンラインストア）で利用できるGUNZEクーポン券に交換可。
※申し込みはハガキもしくはインターネットから選択。但し、GUNZEクーポン券への交換はインターネットに限る。
※詳しくは自社HP参照。"
3003,ヒューリック,1714.5,12月末日,"※以下は、2025年12月末以降の株主優待内容となります。
※【注意】株主優待の贈呈開始時期については、脚注を参照ください。
グルメカタログギフト
300株以上
保有期間2年以上：6,000円相当（3,000円相当のカタログからお好きな商品2点）
※保有期間2年以上：毎年12月31日現在の株主名簿に記載された株主様のうち、300株以上を同一株主番号で2年以上継続保有していること。2025年に株式を取得し、2025年12月末の株主名簿に300株以上の保有を記録された株主様は、条件を満たすことで、2027年12月末より贈呈開始となります。
※株式購入のタイミングと株主優待の受領時期については、以下を参照。
https://www.hulic.co.jp/ir/stock/pdf/shareholder_benefits.pdf"
3004,神栄,2428,,
3010,ポラリス・ホールディングス,190,3月末日,"自社グループ運営ホテル　宿泊割引券（1枚 2,000円分）
3,000株以上
1枚
4,000株以上
2枚
5,000株以上
5枚
10,000株以上
20枚
50,000株以上
25枚
100,000株以上
30枚
※宿泊割引券の対象ホテル、配布方法及びご利用方法等の詳細については、別途自社ホームページ等により、お知らせ予定。"
3011,バナーズ,153,,
3020,アプライド,4425,3月末日,"①株主優待ポイント または ②QUOカード のいずれかを選択
100株以上
①1,100ポイント　または　②1,000円分
200株以上
①2,200ポイント　または　②2,000円分
1,000株以上
①3,300ポイント　または　②3,000円分
5,000株以上
①5,500ポイント　または　②5,000円分
10,000株以上
①11,000ポイント　または　②10,000円分
※ポイントは自社グループ店舗及びインターネット通販で利用可。
※①は、1ポイント1円相当。"
3021,パシフィックネット,1891,,
3023,ラサ商事,1821,,
3024,クリエイト,1232,3月末日,"クオ・カード
100株以上
1,000円分"
3028,アルペン,2301,6月末日・12月末日,"ご優待券
100株以上
1,000円相当
200株以上
2,000円相当
300株以上
4,000円相当
400株以上
6,000円相当
500株以上
10,000円相当
1,000株以上
20,000円相当
[ご利用可能な自社店舗及び施設]
1) 全店舗(アルペン、アルペンアウトドアーズ、アルペンマウンテンズ、ゴルフ5、ゴルフ5プレステージ、スポーツデポ、ティゴラバイスポーツデポ)
2) フィットネスクラブ全店舗(アルペンフィットネスクラブ、アルペンクイックフィットネス)
3) スキー場(ウイングヒルズ白鳥リゾート)
4) ゴルフ場（(ゴルフ5カントリーみずなみコース、ゴルフ5カントリー美唄コース、ゴルフ5カントリー四日市コース、ゴルフ5カントリーオークビレッヂ、ゴルフ5カントリーかさまフォレスト、ゴルフ5カントリーサニーフィールド）
5) ゴルフ練習場(ゴルフ5大曲ゴルフセンター)"
